"PeopleInHousehold","Region","State","MetroAreaCode","Age","Married","Sex","Education","Race","Hispanic","CountryOfBirthCode","Citizenship","EmploymentStatus","Industry"
2,"Northeast","Maine",NA,54,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
3,"Northeast","Maine",NA,49,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
3,"Northeast","Maine",NA,40,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Northeast","Maine",NA,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Northeast","Maine",NA,44,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
4,"Northeast","Maine",NA,47,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Northeast","Maine",NA,3,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,16,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
1,"Northeast","Maine",NA,52,"Never Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
3,"Northeast","Maine",NA,51,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,59,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,21,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"Northeast","Maine",NA,58,"Married","Male","Bachelor's degree","Black",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,53,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"Northeast","Maine",NA,22,"Never Married","Male","Some college, no degree","Multiracial",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,42,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Northeast","Maine",NA,41,"Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,61,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,63,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,64,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,69,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
1,"Northeast","Maine",NA,85,"Widowed","Female","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,67,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Unemployed","Transportation and utilities"
2,"Northeast","Maine",NA,63,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,61,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,60,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Financial"
5,"Northeast","Maine",NA,33,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
5,"Northeast","Maine",NA,35,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Northeast","Maine",NA,3,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,7,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,9,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,42,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Public administration"
4,"Northeast","Maine",NA,36,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Financial"
4,"Northeast","Maine",NA,2,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,7,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,56,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Agriculture, forestry, fishing, and hunting"
2,"Northeast","Maine",NA,58,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Agriculture, forestry, fishing, and hunting"
1,"Northeast","Maine",NA,54,"Widowed","Female","High school","White",0,57,"Citizen, Native","Employed","Financial"
1,"Northeast","Maine",NA,79,"Widowed","Male","High school","White",0,57,"Citizen, Native","Retired",NA
4,"Northeast","Maine",NA,44,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Northeast","Maine",NA,44,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
4,"Northeast","Maine",NA,13,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,16,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,64,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,62,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,46,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Northeast","Maine",NA,45,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Northeast","Maine",NA,19,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Northeast","Maine",NA,51,"Never Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Northeast","Maine",NA,48,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Northeast","Maine",NA,47,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"Northeast","Maine",NA,24,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
1,"Northeast","Maine",NA,53,"Separated","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
5,"Northeast","Maine",NA,46,"Divorced","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
5,"Northeast","Maine",NA,1,NA,"Female",NA,"Black",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,7,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,9,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,21,"Never Married","Female","No high school diploma","Black",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,58,"Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,60,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
3,"Northeast","Maine",NA,49,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Northeast","Maine",NA,49,"Married","Male","Doctorate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,12,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,46,"Divorced","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,11,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,85,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,85,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,79,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,70,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,64,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,56,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,42,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,44,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
1,"Northeast","Maine",NA,45,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Agriculture, forestry, fishing, and hunting"
5,"Northeast","Maine",NA,38,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Construction"
5,"Northeast","Maine",NA,41,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
5,"Northeast","Maine",NA,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,14,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,72,"Widowed","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,62,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,62,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Other services"
2,"Northeast","Maine",NA,47,"Separated","Female","High school","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
2,"Northeast","Maine",NA,12,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Northeast","Maine",NA,53,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Other services"
3,"Northeast","Maine",NA,58,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Public administration"
3,"Northeast","Maine",NA,21,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Northeast","Maine",NA,69,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,73,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Retired",NA
4,"Northeast","Maine",NA,31,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"Northeast","Maine",NA,39,"Married","Male","High school","White",0,57,"Citizen, Native","Unemployed","Professional and business services"
4,"Northeast","Maine",NA,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,4,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,48,"Divorced","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,23,"Never Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
1,"Northeast","Maine",NA,80,"Widowed","Female","High school","White",0,57,"Citizen, Native","Retired",NA
1,"Northeast","Maine",NA,62,"Divorced","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Educational and health services"
1,"Northeast","Maine",NA,57,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
1,"Northeast","Maine",NA,68,"Widowed","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Construction"
2,"Northeast","Maine",NA,62,"Never Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,64,"Divorced","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
5,"Northeast","Maine",NA,57,"Married","Male","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Northeast","Maine",NA,60,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
5,"Northeast","Maine",NA,27,"Divorced","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Northeast","Maine",NA,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Northeast","Maine",NA,71,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,51,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Northeast","Maine",NA,23,"Never Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,80,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,80,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
9,"Northeast","Maine",NA,35,"Divorced","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
9,"Northeast","Maine",NA,2,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
9,"Northeast","Maine",NA,4,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
9,"Northeast","Maine",NA,6,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
9,"Northeast","Maine",NA,7,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
9,"Northeast","Maine",NA,10,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
9,"Northeast","Maine",NA,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
9,"Northeast","Maine",NA,13,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
9,"Northeast","Maine",NA,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Unemployed","Agriculture, forestry, fishing, and hunting"
1,"Northeast","Maine",NA,31,"Never Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
4,"Northeast","Maine",NA,47,"Divorced","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
4,"Northeast","Maine",NA,15,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Northeast","Maine",NA,16,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Northeast","Maine",NA,0,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Northeast","Maine",NA,56,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Northeast","Maine",NA,14,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Northeast","Maine",NA,23,"Never Married","Male","High school","White",0,57,"Citizen, Native",NA,NA
1,"Northeast","Maine",NA,80,"Widowed","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,30,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,25,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,71,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
3,"Northeast","Maine",NA,73,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
3,"Northeast","Maine",NA,31,"Never Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Northeast","Maine",NA,62,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,45,"Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,49,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,62,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
1,"Northeast","Maine",NA,80,"Widowed","Female","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,54,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,49,"Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,48,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,50,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Other services"
5,"Northeast","Maine",NA,57,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
5,"Northeast","Maine",NA,59,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
5,"Northeast","Maine",NA,32,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
5,"Northeast","Maine",NA,4,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,6,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
7,"Northeast","Maine",NA,41,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
7,"Northeast","Maine",NA,7,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
7,"Northeast","Maine",NA,7,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
7,"Northeast","Maine",NA,9,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
7,"Northeast","Maine",NA,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
7,"Northeast","Maine",NA,15,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
7,"Northeast","Maine",NA,20,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
6,"Northeast","Maine",NA,48,"Divorced","Male","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
6,"Northeast","Maine",NA,9,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,13,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,44,"Never Married","Male","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"Northeast","Maine",NA,65,"Widowed","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
6,"Northeast","Maine",NA,30,"Separated","Female","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
6,"Northeast","Maine",NA,2,NA,"Female",NA,"White",1,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,5,NA,"Female",NA,"White",1,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,7,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,17,"Never Married","Female","No high school diploma","White",1,57,"Citizen, Native","Not in Labor Force",NA
6,"Northeast","Maine",NA,54,"Divorced","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
3,"Northeast","Maine",NA,39,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,8,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Northeast","Maine",NA,35,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Northeast","Maine",NA,22,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Northeast","Maine",NA,20,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,56,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,55,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Northeast","Maine",NA,85,"Married","Male","Doctorate degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,80,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
1,"Northeast","Maine",NA,85,"Widowed","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,54,"Married","Female","Some college, no degree","White",0,301,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,56,"Married","Male","High school","White",0,301,"Citizen, Native","Employed","Manufacturing"
1,"Northeast","Maine",NA,85,"Widowed","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
5,"Northeast","Maine",NA,33,"Married","Female","Bachelor's degree","Black",0,57,"Citizen, Native","Employed","Professional and business services"
5,"Northeast","Maine",NA,37,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
5,"Northeast","Maine",NA,6,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,6,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,9,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
1,"Northeast","Maine",NA,33,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Northeast","Maine",NA,58,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,59,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Northeast","Maine",NA,71,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,73,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Northeast","Maine",NA,53,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,49,"Never Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
6,"Northeast","Maine",NA,37,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
6,"Northeast","Maine",NA,25,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
6,"Northeast","Maine",NA,0,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,3,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,4,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Northeast","Maine",NA,6,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Northeast","Maine",NA,42,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Trade"
3,"Northeast","Maine",NA,41,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
3,"Northeast","Maine",NA,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
1,"Northeast","Maine",NA,55,"Divorced","Male","No high school diploma","American Indian",0,57,"Citizen, Native","Employed","Construction"
2,"Northeast","Maine",NA,75,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,57,"Married","Female","High school","White",0,57,"Citizen, Native","Disabled","Trade"
4,"Northeast","Maine",NA,55,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
4,"Northeast","Maine",NA,55,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Public administration"
4,"Northeast","Maine",NA,7,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,8,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
1,"Northeast","Maine",NA,26,"Never Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,53,"Married","Male","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Northeast","Maine",NA,31,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,7,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,64,"Divorced","Male","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,60,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Financial"
5,"Northeast","Maine",NA,34,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
5,"Northeast","Maine",NA,31,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Northeast","Maine",NA,0,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,5,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Northeast","Maine",NA,7,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,45,"Divorced","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,9,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
1,"Northeast","Maine",NA,56,"Divorced","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
1,"Northeast","Maine",NA,68,"Divorced","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
4,"Northeast","Maine",NA,43,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Northeast","Maine",NA,44,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Financial"
4,"Northeast","Maine",NA,14,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Unemployed","Educational and health services"
4,"Northeast","Maine",NA,55,"Divorced","Female","Master's degree","Multiracial",0,57,"Citizen, Native","Employed","Other services"
4,"Northeast","Maine",NA,16,"Never Married","Female","No high school diploma","Multiracial",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Northeast","Maine",NA,18,"Never Married","Male","High school","Multiracial",0,57,"Citizen, Native","Not in Labor Force","Leisure and hospitality"
4,"Northeast","Maine",NA,21,"Never Married","Male","Some college, no degree","Multiracial",0,57,"Citizen, Native","Not in Labor Force","Educational and health services"
4,"Northeast","Maine",NA,42,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Public administration"
4,"Northeast","Maine",NA,43,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Northeast","Maine",NA,13,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,20,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,57,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Unemployed","Construction"
3,"Northeast","Maine",NA,60,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Disabled",NA
3,"Northeast","Maine",NA,44,"Divorced","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
1,"Northeast","Maine",NA,70,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,63,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,58,"Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
4,"Northeast","Maine",NA,37,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Northeast","Maine",NA,37,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"Northeast","Maine",NA,6,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,8,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
1,"Northeast","Maine",NA,60,"Divorced","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,61,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Other services"
2,"Northeast","Maine",NA,55,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Northeast","Maine",NA,55,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
5,"Northeast","Maine",NA,61,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
5,"Northeast","Maine",NA,25,"Never Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
5,"Northeast","Maine",NA,30,"Never Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Public administration"
5,"Northeast","Maine",NA,3,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,67,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,67,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
